stateid,year,vio,mur,rob,incarc_rate,pb1064,pw1064,pm1029,pop,avginc,density,shall
6,78,742.90002,11.7,306.10001,80,5.1605401,65.279068,18.638136,22.835962,14.696304,.14604641,0
6,79,811.09998,13,333.79999,88,5.2997417,64.999817,18.491749,23.256887,14.880712,.14873841,0
6,80,893.59998,14.5,384.20001,93,5.5943036,64.438271,18.383966,23.8008,14.543061,.15227737,0
6,81,863,13,388.20001,98,5.764122,64.164764,18.330189,24.285936,14.472679,.15538128,0
6,82,814.70001,11.2,372.10001,114,5.9559574,63.594181,18.204891,24.820007,14.214767,.15879825,0
6,83,772.59998,10.5,340.89999,135,6.1084919,63.024395,18.008028,25.360023,14.491,.16225326,0
6,84,763.40002,10.6,327.5,150,6.2665477,62.473785,17.793894,25.844389,15.273993,.16535224,0
6,85,765.29999,10.5,327.70001,162,6.4192271,61.972599,17.584185,26.441113,15.657734,.16917005,0
6,86,920.5,11.3,342.89999,181,6.5719361,61.432102,17.351414,27.102242,16.023851,.17339997,0
6,87,918,10.6,301.29999,212,6.7125707,60.960827,17.132698,27.777153,16.334124,.17771804,0
6,88,929.79999,10.4,305.79999,231,6.8506732,60.545517,16.927919,28.464252,16.598347,.18211411,0
6,89,977.70001,10.9,331.79999,257,6.9979491,60.141869,16.784927,29.218161,16.674294,.1869376,0
6,90,1045.2,11.9,377,283,7.1562037,60.538208,16.610466,29.950111,16.679419,.19202112,0
6,91,1089.9,12.7,411.29999,311,7.2658501,59.861633,16.228722,30.414114,16.099545,.19499601,0
6,92,1119.7,12.7,424.10001,318,7.3942056,59.405872,15.903898,30.875919,16.13262,.19795683,0
6,93,1077.8,13.1,405.10001,339,7.5251851,58.840946,15.591144,31.147207,15.796703,.19969615,0
6,94,1013,11.8,356.79999,368,7.6189528,58.340137,15.291323,31.317179,15.773856,.20078591,0
6,95,966,11.2,331.20001,384,7.7149129,57.918995,15.083774,31.493525,16.020384,.20191652,0
6,96,862.70001,9.1000004,295.60001,416,7.8031034,57.642254,14.951961,31.780828,16.232504,.20375852,0
6,97,798.29999,8,252.5,446,7.9072418,57.711323,14.880571,32.217709,16.606781,.20655952,0
6,98,703.70001,6.5999999,210.60001,475,8.0007572,57.913662,14.872557,32.682793,17.269304,.20954135,0
6,99,627.20001,6,181.10001,483,8.0896702,58.149757,14.915359,33.145123,17.853888,.2125055,0
8,77,511.89999,6.3000002,170.7,87,2.0266366,72.378975,20.01816,2.696142,12.440148,.025982905,0
8,78,498,7.3000002,159.2,89,2.0817943,72.414291,19.807949,2.766748,13.047592,.026663339,0
8,79,522.09998,5.8000002,157,93,2.1150949,72.49131,19.575998,2.8492341,13.165711,.027458262,0
8,80,528.59998,6.9000001,160.10001,90,2.2071621,72.379845,19.345896,2.908803,13.068081,.028078604,0
8,81,531.70001,8.1000004,159.5,96,2.254344,72.380089,19.039288,2.977895,13.306536,.028745549,0
8,82,504.20001,6,150.60001,92,2.3139768,72.211212,18.559732,3.061569,13.35924,.029553251,0
8,83,476.39999,6.4000001,126.4,108,2.3689475,71.822533,18.046877,3.1336279,13.57,.030248834,0
8,84,457.79999,5.8000002,114,109,2.4242055,71.46875,17.527422,3.169987,14.146209,.030599808,0
8,85,471,5.8000002,124.2,104,2.4917436,71.092873,17.115471,3.2087171,14.275216,.030973667,0
8,86,523.59998,7,144.8,103,2.5477483,70.606255,16.647068,3.237447,14.336748,.031250998,0
8,87,467.5,5.8000002,118.8,115,2.5992508,70.12352,16.224125,3.260478,14.397709,.031473313,0
8,88,472.60001,5.6999998,98.800003,145,2.6437025,69.719681,15.818411,3.2622809,14.55397,.031490717,0
8,89,471.39999,4.4000001,90,174,2.6987128,69.4189,15.471114,3.275821,14.894044,.031621419,0
8,90,526,4.1999998,90.599998,207,2.7509925,70.512146,15.20009,3.3038621,15.013686,.031850595,0
8,91,559.29999,5.9000001,107.4,209,2.798311,70.5401,14.877833,3.3675671,14.975997,.032464735,0
8,92,578.79999,6.1999998,120.5,249,2.8296285,70.587585,14.656899,3.459995,15.227369,.033355776,0
8,93,567.29999,5.8000002,116.7,256,2.8797064,70.765884,14.460567,3.560884,15.520414,.034328394,0
8,94,509.60001,5.4000001,106.9,262,2.9205427,70.964882,14.28738,3.6539099,15.790656,.035225201,0
8,95,440.20001,5.8000002,96.199997,289,2.947571,71.140495,14.211726,3.738061,16.261709,.03603645,0
8,96,404.5,4.6999998,98.199997,292,2.9730251,71.197197,14.178816,3.812716,16.656685,.036756158,0
8,97,363.20001,4,83.300003,322,3.003526,71.191399,14.200729,3.891293,17.357571,.037513673,0
8,98,377.89999,4.5999999,81.5,342,3.058428,71.093231,14.237659,3.968967,18.242016,.038262479,0
8,99,340.5,4.5999999,75.300003,357,3.0949676,71.197838,14.238562,4.0561328,18.856733,.039102796,0
9,77,282.29999,4.1999998,129.5,62,2.6258686,69.831146,17.53661,3.085722,14.322529,.63466108,0
9,78,315,4.1999998,154.8,53,2.6866095,69.851753,17.440546,3.091629,14.85216,.635876,0
9,79,414.20001,4.1999998,193.3,70,2.7599926,69.819801,17.337368,3.0959139,15.052212,.63675731,0
9,80,412.5,4.6999998,218,69,2.8780274,69.616508,17.24054,3.113174,15.038751,.63899302,0
9,81,448.10001,5.4000001,246.10001,68,2.987402,69.489738,17.183531,3.128839,15.196039,.64220834,0
9,82,399.5,5.1999998,208.5,95,3.0837729,69.114517,16.991812,3.1390121,15.379895,.64429641,0
9,83,375,4.0999999,200.60001,114,3.1720152,68.656593,16.760263,3.162343,15.799,.64908522,0
9,84,393.79999,3.9000001,190.5,114,3.2614858,68.230324,16.472082,3.180023,16.859221,.65271407,0
9,85,402,3.8,190,119,3.3486009,67.746025,16.171143,3.201128,17.374538,.65704596,0
9,86,425.79999,4.5999999,192.2,127,3.4354849,67.218262,15.879366,3.223737,18.214542,.6616866,0
9,87,419,4.9000001,178.10001,135,3.5237064,66.726601,15.539876,3.2472911,19.201914,.66652113,0
9,88,455.39999,5.4000001,187.60001,144,3.6174977,66.256599,15.222231,3.2719581,20.213894,.67158419,0
9,89,511.79999,5.9000001,214.8,146,3.7049909,65.672081,14.87585,3.2834091,20.714991,.67393452,0
9,90,553.70001,5.0999999,234.8,194,3.7900236,67.244125,14.534566,3.2890561,20.372833,.67885572,0
9,91,539.70001,5.6999998,224.39999,238,3.877986,66.613403,14.128668,3.28864,19.636852,.67876983,0
9,92,495.29999,5.0999999,210.89999,263,3.9494693,66.033524,13.758242,3.274997,20.330849,.67595398,0
9,93,456.20001,6.3000002,196.7,268,4.0257921,65.461136,13.459758,3.272325,20.395779,.67540246,0
9,94,455.5,6.5999999,187.8,320,4.0814223,65.086929,13.177644,3.2683461,20.517504,.67458123,0
9,95,405.89999,4.5999999,163.2,321,4.1329522,64.802544,12.9683,3.2652929,20.893337,.67395109,0
9,96,412,4.8000002,169.60001,318,4.2088075,64.68811,12.819993,3.26703,21.254719,.67430955,0
9,97,390.89999,3.8,152.89999,314,4.2994766,64.645157,12.725049,3.2685139,22.119398,.67461592,0
9,98,366.29999,4.0999999,133.8,397,4.3919706,64.355522,12.731398,3.272563,23.133072,.67545158,0
9,99,345.60001,3.3,123.5,372,4.480762,64.138947,12.770507,3.2820311,23.646713,.67740577,0
10,77,382.10001,6,157,118,5.7469301,64.157555,18.575129,.591829,13.008972,.29860193,0
10,78,440.70001,6.6999998,145.5,120,5.8401723,64.102516,18.420855,.59477699,13.229424,.3000893,0
10,79,537.29999,5.6999998,129.39999,173,5.9395075,63.968155,18.253662,.59498203,13.101228,.30019274,0
10,80,474.79999,6.9000001,137,181,6.0396457,63.20911,17.995728,.59491903,13.060827,.30792907,0
10,81,509,6.6999998,141.10001,183,6.12362,63.026558,17.873352,.59597099,13.012808,.30847362,0
10,82,559.79999,5.3000002,122.4,208,6.1713867,62.568932,17.692476,.59913599,13.134263,.31011182,0
10,83,453.10001,4.0999999,115.3,250,6.2154059,62.104176,17.444233,.60541499,13.529,.31336182,0
10,84,435.70001,4.0999999,116,273,6.2559175,61.666969,17.148829,.61151701,14.208544,.31652018,0
10,85,433.29999,4.8000002,124.3,263,6.2964592,61.205208,16.858757,.61828399,14.867856,.32002276,0
10,86,427,4.9000001,124.2,281,6.3404598,60.804993,16.537302,.62755698,15.253928,.32482246,0
10,87,430.70001,5.0999999,122.5,311,6.4046712,60.485245,16.212399,.63695699,15.727241,.32968789,0
10,88,451.70001,5.1999998,118.8,326,6.4782228,60.150249,15.85676,.64758497,16.260704,.33518893,0
10,89,556.5,5.0999999,138.8,331,6.5545177,59.829422,15.518517,.65823299,16.806789,.34070033,0
10,90,655.20001,5,164.8,333,6.6351004,61.46357,15.209031,.66906297,16.486633,.34223172,0
10,91,714.29999,5.4000001,214.7,323,6.7943187,61.005005,14.924725,.68049502,16.332003,.34807929,0
10,92,621.20001,4.5999999,151.2,344,6.9568129,60.554974,14.654905,.69015801,16.39674,.35302201,0
10,93,685.90002,5,186.7,390,7.0971799,60.178848,14.394367,.69947499,16.414047,.35778773,0
10,94,644.29999,4.6999998,161.60001,394,7.2443309,59.733265,14.183616,.70841599,16.484159,.3623611,0
10,95,725,3.5,198.7,400,7.4196849,59.498795,13.967687,.718265,16.605713,.36739898,0
10,96,668.29999,4.3000002,179.89999,413,7.5767784,59.17424,13.795129,.72709,16.916399,.37191305,0
10,97,677.90002,2.5,179.5,428,7.7541685,58.771416,13.674928,.73502398,17.019747,.37597135,0
10,98,762.40002,2.8,194.2,443,7.9507732,58.379498,13.576484,.744066,17.85342,.3805964,0
10,99,734,3.2,197.89999,429,8.1346922,58.07962,13.491821,.75353801,18.359198,.38544142,0
11,77,1426.5,27.799999,964.5,334,25.805893,21.911938,18.158407,.67722899,15.950089,11.102116,0
11,78,1411.7,28,939.59998,330,25.826742,21.999666,18.045984,.66505098,15.964544,10.902475,0
11,79,1608.7,27.4,1054.9,383,25.86125,22.067644,17.921894,.650015,15.552992,10.655983,0
11,80,2010.6,31.5,1400.6,433,25.680262,21.78043,17.600159,.63828403,14.927523,10.131493,0
11,81,2274.8,35.099998,1635.1,426,25.580238,22.425867,17.629463,.63689399,14.828879,10.109428,0
11,82,2123.1001,30.700001,1448,467,25.38574,22.974876,17.525715,.63417101,15.278759,10.066206,0
11,83,1915.4,29.4,1235.6,531,25.071033,23.425974,17.241346,.63243902,15.532,10.038713,0
11,84,1721.5,28.1,977,558,24.813303,23.858273,17.01343,.63338202,16.423834,10.053682,0
11,85,1624.8,23.5,835.5,649,24.521112,24.201828,16.743389,.634543,16.831902,10.072111,0
11,86,1505.3,31,754,738,24.276413,24.548552,16.521954,.63827801,17.298269,10.131396,0
11,87,1610.3,36.200001,717.40002,753,24.046919,24.803825,16.234335,.63693398,17.760126,10.110064,0
11,88,1921.6,59.5,917.70001,905,23.849277,25.056391,15.959266,.63042998,18.89448,10.006825,0
11,89,2141.8999,71.900002,1083.1,1078,23.587994,25.250856,15.643459,.624165,19.521732,9.9073811,0
11,90,2458.2,77.800003,1213.5,1132,23.417145,26.08502,15.297094,.60381401,20.289774,9.8985901,0
11,91,2453.3,80.599998,1215.6,1148,23.34388,25.521248,14.922991,.59323901,20.517708,9.7252293,0
11,92,2832.8,75.199997,1266.4,1221,23.307936,25.409504,14.559307,.58418298,21.309229,9.5767708,0
11,93,2921.8,78.5,1229.6,1287,22.929846,25.704336,14.057235,.57635802,21.817184,9.4484921,0
11,94,2662.6001,70,1107.2,1549,22.569921,26.086494,13.639195,.564982,22.003296,9.2620001,0
11,95,2661.3999,65,1239,1782,22.260115,26.441891,13.294502,.55127299,21.611429,9.0372629,0
11,96,2469.8,73.099998,1186.7,1650,21.946856,27.005814,12.885468,.53827298,21.844635,8.8241472,0
11,97,2024.2,56.900002,850.90002,1611,21.797554,27.668358,12.658297,.52875203,22.47337,8.6680651,0
11,98,1718.5,49.700001,689.5,1682,21.840683,28.449291,12.418445,.52142602,22.892338,8.547967,0
11,99,1627.7,46.400002,644.29999,1913,21.66975,29.274567,12.21368,.51899999,23.39974,8.5081959,0
12,77,686.79999,10.2,187.89999,211,5.08674,60.007568,16.374424,8.8561831,11.524441,.1637305,0
12,78,765.59998,11,206,221,5.0387321,59.939705,16.130156,9.1020317,12.103288,.1682757,0
12,79,833.90002,12.2,249.39999,239,5.0181842,60.128448,15.971447,9.4261589,12.181988,.17426805,0
12,80,983.5,14.5,355.5,220,5.0780425,59.852417,15.734939,9.8398352,12.14924,.18170433,0
12,81,965.09998,15,348.89999,208,5.1398253,59.931492,15.723417,10.192778,12.269719,.18822184,0
12,82,896.79999,13.5,297.60001,224,5.1806026,59.844776,15.581583,10.471407,12.166247,.19336706,0
12,83,826.70001,11.2,263.39999,261,5.2103915,59.691216,15.42759,10.749845,12.637,.19850875,0
12,84,868,11.5,276.20001,235,5.2227907,59.502789,15.174528,11.039921,13.199676,.20386535,0
12,85,941.09998,11.4,312.39999,242,5.236619,59.251659,14.926041,11.351122,13.61683,.20961206,0
12,86,1036.5,11.7,366.79999,247,5.2470603,58.90889,14.667311,11.667504,14.019506,.21545444,0
12,87,1024.4,11.4,356.60001,272,5.2717824,58.622997,14.385649,11.99729,14.395954,.22154433,0
12,88,1117.7,11.4,403.29999,265,5.2886643,58.211941,14.089536,12.306396,14.813306,.22725233,1
12,89,1109.4,11.1,404,278,5.3192868,57.877712,13.865836,12.637709,15.293135,.23337044,1
12,90,1244.3,10.7,416.79999,307,5.353076,59.330078,13.687901,13.018365,15.129511,.24109422,1
12,91,1184.3,9.3999996,399.79999,336,5.4568429,58.974323,13.383975,13.289497,14.758159,.24611546,1
12,92,1207.2,9,366.89999,344,5.591074,58.528793,13.168669,13.504775,14.66931,.25010231,1
12,93,1206,8.8999996,357.60001,355,5.6937232,57.949165,12.930659,13.713593,14.918228,.25396952,1
12,94,1146.8,8.3000002,328.79999,384,5.8098607,57.549244,12.717911,13.961798,15.01248,.2585662,1
12,95,1071,7.3000002,299.89999,406,5.9312239,57.330185,12.58249,14.185403,15.376847,.26270723,1
12,96,1051,7.5,289.20001,447,6.0442114,57.110451,12.51724,14.426911,15.63116,.26717988,1
12,97,1023.6,6.9000001,276.10001,439,6.1744766,57.026661,12.505341,14.68335,15.972741,.271929,1
12,98,938.70001,6.5,242.7,437,6.2836232,57.054928,12.508312,14.90823,16.454842,.27609366,1
12,99,854,5.6999998,211.60001,447,6.3942719,57.114212,12.525759,15.111244,16.613037,.2798534,1
13,77,439.79999,11.7,140.5,225,8.9956141,55.279491,18.802866,5.2196989,10.227324,.089881681,0
13,78,482.79999,14.4,166.3,224,9.0803709,55.132725,18.61688,5.295753,10.679192,.091191314,0
13,79,558.70001,17.1,213.7,216,9.1939383,54.984138,18.440752,5.4013848,10.594584,.093010262,0
13,80,555.29999,13.8,197.60001,224,9.3685513,54.873524,18.326834,5.4861741,10.245066,.094497971,0
13,81,548.20001,17.200001,196.39999,219,9.5168343,54.790035,18.219694,5.5683432,10.340759,.095913306,0
13,82,478.20001,12.6,154.60001,220,9.6187773,54.68195,18.089531,5.6497931,10.375728,.097316258,0
13,83,456.70001,8.3999996,144.2,247,9.6896544,54.565266,17.91106,5.7282538,10.849,.098667733,0
13,84,478.60001,9.3999996,144.10001,259,9.7356672,54.504429,17.674561,5.8349571,11.685415,.10050566,0
13,85,507.20001,10.4,164.2,254,9.7691669,54.408463,17.438736,5.9626679,12.170418,.10270546,0
13,86,587.59998,11.2,213.89999,251,9.7780485,54.310577,17.174353,6.0846601,12.716909,.10480674,0
13,87,576.5,11.8,209.2,265,9.7824745,54.232216,16.876526,6.2084699,12.99714,.10693933,0
13,88,665.29999,11.7,243.60001,282,9.7984962,54.057777,16.63891,6.316153,13.367592,.10879415,0
13,89,735.79999,12.7,271.10001,281,9.8180571,53.841606,16.410498,6.4110851,13.492808,.11042933,0
13,90,756.29999,11.8,263.5,300,9.8719893,55.205578,16.197279,6.5065308,13.516356,.11233845,1
13,91,738.20001,12.8,268.20001,327,10.007281,54.948265,15.898046,6.6212788,13.369259,.11431963,1
13,92,733.20001,11,249.8,342,10.133629,54.668854,15.645981,6.7594738,13.72643,.11670564,1
13,93,723.09998,11.4,248,365,10.251081,54.342545,15.389858,6.8940921,13.868881,.11902989,1
13,94,667.70001,10,222.60001,387,10.395862,54.128387,15.142977,7.0458999,14.22624,.12165093,1
13,95,657.09998,9.5,205.2,456,10.522015,53.942917,14.948756,7.1885381,14.53842,.12411364,1
13,96,638.70001,8.6000004,205.39999,470,10.653356,53.727444,14.808874,7.3322248,14.97711,.12659447,1
13,97,606.59998,7.5,206.7,462,10.805862,53.5205,14.719332,7.486094,15.243066,.12925109,1
13,98,572.70001,8.1000004,187.2,472,10.943555,53.322441,14.672373,7.6365218,15.974595,.13184831,1
13,99,534,7.5,166.39999,502,11.108594,53.188564,14.628851,7.78824,16.339752,.1344678,1
15,77,224.8,7.1999998,128,39,26.65354,24.283289,20.537497,.918257,13.737265,.14291938,0
15,78,270.10001,6.6999998,173.60001,44,26.78969,23.984259,20.367094,.93158603,13.978144,.14499393,0
15,79,289.70001,7.1999998,184.5,57,26.947933,23.734692,20.079409,.95330501,13.977936,.14837432,0
15,80,299.5,8.6999998,190.2,58,26.97957,23.517376,19.695673,.96771002,13.918008,.15061635,0
15,81,247.60001,4.8000002,148.39999,65,25.135201,27.773279,19.521271,.97817397,13.490664,.15224499,0
15,82,255.7,3.0999999,156.89999,77,25.155916,27.524597,19.040514,.99380201,13.340663,.15467735,0
15,83,252.10001,5.5999999,130,88,25.011528,27.455448,18.635019,1.012717,13.88,.15762132,0
15,84,231.89999,3.3,115.9,103,24.82482,27.259895,18.316528,1.027935,14.300608,.15998988,0
15,85,219.39999,4.0999999,99.400002,124,24.721767,27.025642,17.90892,1.039683,14.531718,.16181836,0
15,86,245.2,4.8000002,106.3,134,24.645855,26.86471,17.569328,1.051759,14.915781,.1636979,0
